學校類型,設立別,學校,科系,校系,學類所屬學群編號,學類所屬學群名稱,學群編號編碼,大考中心學類編號,學類編碼,學類編號編碼,學校代碼,學校名稱,科系代碼,科系名稱,校系代碼,校系名稱,學生數,教師數,上學年度畢業生數,縣市名稱,體系別,師生比,一年級人數,二年級人數,三年級人數,四年級人數,大四以上年級人數,延畢人數,人數下滑率,延畢率,教師總數,專任助理教授以上之比例,專任講師以上之比例,專任助理教授以上總人數,專任講師以上總人數,正副教授比較助理教授及講師講課時數之倍數,專任教授平均每週授課時數,專任副教授平均每週授課時數,專任助理教授平均每週授課時數,專任講師平均每週授課時數,專任其他教師平均每週授課時數,畢業總學分數,專業學分比,通識/共同學分比,畢業專業學分數,畢業通識/共同學分數,畢業實習學分數,畢業其他畢業學分數,大學生興趣碼,大學生興趣碼R,大學生興趣碼I,大學生興趣碼A,大學生興趣碼S,大學生興趣碼E,大學生興趣碼C,職業Holland碼前二碼,職業興趣碼R,職業興趣碼I,職業興趣碼A,職業興趣碼S,職業興趣碼E,職業興趣碼C,命中率,職業Holland碼首碼,首碼職業關聯百分比,前二碼職業關聯百分比,辦理休學率,總休學率,因學業成績與志趣不合總休學率,休學人數整理2_在學學生數,學期內新辦理休學人數小計,因學業成績學期內新辦理休學人數,因志趣不合學期內新辦理休學人數,至學期底總休學人數小計,因學業成績至學期底總休學人數,因志趣不合至學期底總休學人數,退學率,因成績/志趣與逾期退學率,因志趣不合退學率,退學人數整理2_在學學生數,退學人數小計,因學業成績退學人數,因志趣不合退學人數,因逾期未註冊退學人數,因休學逾期未復學退學人數,教育部學類,三年後就業薪資_99學年日間碩士,三年後就業薪資_99學年在職碩士,三年後就業薪資 _99學年日間學士,99學年三年後就業薪資_進修學士,三年後就業薪資_99學年日間專科,三年後就業薪資_99學年進修專科,四年後就業薪資_99學年日間碩士,四年後就業薪資_99學年在職碩士,四年後就業薪資_99學年日間學士,四年後就業薪資_99學年進修學士,四年後就業薪資_99學年日間專科,四年後就業薪資_99學年進修專科,三年後就業薪資_100學年日間碩士,三年後就業薪資_100學年在職碩士,三年後就業薪資_100學年日間學士,三年後就業薪資_100學年進修學士,三年後就業薪資_100學年日間專科,三年後就業薪資_100學年進修專科,三年後就業率_99學年日間碩士,三年後就業率_99學年在職碩士,三年後就業率_99學年日間學士,三年後就業率_99學年進修學士,三年後就業率_99學年日間專科,三年後就業率_99學年進修專科,四年後就業率_99學年日間碩士,四年後就業率_99學年在職碩士,四年後就業率_99學年日間學士,四年後就業率_99學年進修學士,四年後就業率_99學年日間專科,四年後就業率_99學年進修專科,三年後就業率_100學年日間碩士,三年後就業率_100學年在職碩士,三年後就業率_100學年日間學士,三年後就業率_100學年進修學士,三年後就業率_100學年日間專科,三年後就業率_100學年進修專科,隔屆就業率成長幅度,隔屆就業薪資變化,隔年就業率成長幅度,隔年就業薪資變化
技職,私立,南臺科技大學,機械工程系,南臺科技大學機械工程系,2,工程學群,2工程學群,6,機械工程學類,6機械工程學類,1023,南臺科技大學,7151045,機械工程系,1.02E+11,南臺科技大學機械工程系,2229,45,438,11 臺南市,技職,0.0202,595,574,489,493,2,91,-0.058399261,0.040825482,45,0.977777778,1,44,45,1.08736496,10.33,11.82,12.29,8,0,129,0.76744186,0.23255814,99,30,0,0,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.48,0.44,0.015892421,0.049877751,0.00391198,4090,65,0,6,204,2,14,0.02931283,0.02666987,0.00792888,4162,122,16,33,20,42,機械工程學類,49611,77363,31686,32517,26761,41208,60403,83510,37129,35704,30302,43255,52645,71059,32010,32955,28949,38042,0.9521,0.9647,0.9008,0.9215,0.7816,0.8977,0.9692,0.9647,0.9224,0.9335,0.7712,0.9247,0.9564,0.9578,0.9041,0.8924,0.7764,0.907,0.0041,-581,0.0112,5193
技職,私立,南臺科技大學,應用日語系,南臺科技大學應用日語系,12,外語學群,12外語學群,81,日語文學類,81日語文學系,1023,南臺科技大學,2311006,應用日語系,1.02E+11,南臺科技大學應用日語系,743,16,132,11 臺南市,技職,0.0215,187,167,166,153,0,70,-0.06375105,0.094212651,16,0.75,1,12,16,0.858390805,8,9.67,9.5,11.25,0,128,0.765625,0.234375,98,30,0,0,AS,0,0,1,1,0,0,"AE,EC,CE",0,0,1,0,1,1,3,A,0.31,0.19,0.014306152,0.081545064,0.008583691,1398,20,1,1,114,8,4,0.032,0.028363636,0.006545455,1375,44,8,9,8,14,外國語文學類,47592,68581,30313,34680,25862,33818,49715,70862,33103,36733,27346,39109,45886,70527,31111,34138,25044,35446,0.8865,0.9857,0.8462,0.8512,0.462,0.8197,0.8972,0.9786,0.8694,0.8651,0.6645,0.8525,0.8489,0.9728,0.8639,0.8481,0.4773,0.4464,0.0657,217.67,0.046,2670
技職,私立,南臺科技大學,應用英語系,南臺科技大學應用英語系,12,外語學群,12外語學群,79,英語文學類,79英語文學類,1023,南臺科技大學,2311005,應用英語系,1.02E+11,南臺科技大學應用英語系,754,22,209,11 臺南市,技職,0.0292,168,187,166,180,5,48,0.028377707,0.063660477,22,0.863636364,1,19,22,0.78433642,8.83,10.5,11.25,13.67,0,200,0.81,0.19,162,38,0,0,AS,0,0,1,1,0,0,"SA,CE",0,0,1,1,1,1,4,A,0.27,0.15,0.029522613,0.088567839,0.001256281,1592,47,0,0,141,0,2,0.045394737,0.042763158,0.011842105,1520,69,9,18,15,23,外國語文學類,47592,68581,30313,34680,25862,33818,49715,70862,33103,36733,27346,39109,45886,70527,31111,34138,25044,35446,0.8865,0.9857,0.8462,0.8512,0.462,0.8197,0.8972,0.9786,0.8694,0.8651,0.6645,0.8525,0.8489,0.9728,0.8639,0.8481,0.4773,0.4464,0.0657,217.67,0.046,2670
技職,私立,建國科技大學,土木工程系,建國科技大學土木工程系,2,工程學群,2工程學群,8,土木工程學類,8土木工程學類,1040,建國科技大學,7321021,土木工程系,1.04E+11,建國科技大學土木工程系,381,9,109,07 彰化縣,技職,0.0236,79,82,88,125,0,8,0.177199987,0.020997375,9,0.888888889,1,8,9,0.496542553,0,17.67,18.6,18,0,128,0.4140625,0.4140625,53,53,22,0,RI,1,1,0,0,0,0,"RC,ER",1,0,0,0,1,1,3,R,0.43,0.29,0.034283126,0.070744902,0.023230088,904,31,4,8,64,7,14,0.063053097,0.059734513,0.019911504,904,57,7,18,15,14,土木工程學類,41381,73038,29929,35456,22701,,46943,72881,34227,37816,27036,,42716,73816,31152,39307,24328,,0.9262,0.9667,0.8849,0.9161,0.7419,,0.9468,0.9625,0.9082,0.9091,0.7179,,0.9369,0.9733,0.8844,0.7808,0.5714,,0.0578,1762.8,0.0017,3280
技職,私立,建國科技大學,自動化工程系,建國科技大學自動化工程系,2,工程學群,2工程學群,2,電機工程學類,2電機工程學類,1040,建國科技大學,7141015,自動化工程系,1.04E+11,建國科技大學自動化工程系,374,14,89,07 彰化縣,技職,0.0374,74,85,90,112,0,13,0.150638874,0.034759358,14,1,1,14,14,0.980689655,11.33,9,20.75,0,0,144,0.576388889,0.3125,83,45,16,0,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.55,0.46,0.020884521,0.036855037,0.013513514,814,17,1,7,30,1,10,0.040097205,0.037667072,0.004860267,823,33,5,4,9,13,機械工程學類,49611,77363,31686,32517,26761,41208,60403,83510,37129,35704,30302,43255,52645,71059,32010,32955,28949,38042,0.9521,0.9647,0.9008,0.9215,0.7816,0.8977,0.9692,0.9647,0.9224,0.9335,0.7712,0.9247,0.9564,0.9578,0.9041,0.8924,0.7764,0.907,0.0041,-581,0.0112,5193
技職,私立,建國科技大學,空間設計系,建國科技大學空間設計系,8,建築與設計學群,8建築與設計學群,62,建築學類,62建築學類,1040,建國科技大學,2124007,空間設計系,1.04E+11,建國科技大學空間設計系,388,7,83,07 彰化縣,技職,0.018,86,65,116,101,0,20,0.137039664,0.051546392,7,0.857142857,1,6,7,0.563218391,0,23.5,15.5,27,0,128,0.765625,0.21875,98,28,2,0,AR,1,0,1,0,0,0,"AE,SA,AI",0,1,1,1,1,0,2,A,0.5,0.25,0.032294484,0.073627205,0.027363184,804,26,2,11,59,5,17,0.084123223,0.081753555,0.028436019,844,71,16,24,11,18,空間設計學類,31139,56251,25609,27800,21325,27018,32845,53135,28711,28435,24294,35741,32386,57294,26237,27728,21749,35526,0.8776,0.75,0.9025,0.8635,0.6364,0.9444,0.9184,0.6667,0.9198,0.8394,0.9091,0.8889,0.9362,0.8333,0.9252,0.9137,0.7692,0.7931,-0.0327,1963,0.028,2337
技職,私立,建國科技大學,美容系,建國科技大學美容系,8,建築與設計學群,8建築與設計學群,59,時尚與服裝設計學類,59時尚與服裝設計學類,1040,建國科技大學,10121027,美容系,1.04E+11,建國科技大學美容系,606,15,155,07 彰化縣,技職,0.0248,119,155,141,173,0,18,0.146382927,0.02970297,15,0.933333333,1,14,15,1.1375,6.5,15.25,19,0,0,128,0.703125,0.2265625,90,29,0,9,AE,0,0,1,0,1,0,EC,0,0,0,0,1,1,4,E,0.46,0.33,0.022495549,0.053898604,0.014587892,1371,31,3,6,74,4,16,0.051152738,0.043948127,0.003602305,1388,71,0,5,21,35,美容學類,34901,29382,28710,27956,25589,29395,36773,26772,30625,29854,26516,31429,34498,42747,29181,29115,24314,28105,0.8571,1,0.8789,0.8438,0.7328,0.8069,0.8571,1,0.8901,0.8567,0.7841,0.7981,0.963,0.9167,0.87,0.8564,0.722,0.8154,-0.004,2004.5,0.0111,1006
技職,私立,建國科技大學,商業設計系,建國科技大學商業設計系,8,建築與設計學群,8建築與設計學群,58,商業設計學類,58商品設計學類,1040,建國科技大學,2123005,商業設計系,1.04E+11,建國科技大學商業設計系,295,7,73,07 彰化縣,技職,0.0237,80,46,64,92,0,13,0.134601449,0.044067797,7,0.714285714,1,5,7,0.536231884,4,13.5,17,16.5,0,130,0.676923077,0.307692308,88,40,2,0,A,0,0,1,0,0,0,"AE,AR",1,0,1,0,1,0,4,A,0.47,0.21,0.015822785,0.05221519,0.009493671,632,10,1,3,33,1,5,0.053797468,0.050632911,0.02056962,632,34,7,13,2,10,產品設計學類,37517,72363,27422,29008,17816,,43666,79396,29640,31180,19167,,39943,71311,27968,29413,24693,,0.9365,0.9231,0.8779,0.8668,0.5833,,0.8974,0.9231,0.9028,0.8533,0.8333,,0.8996,0.9208,0.8815,0.8676,0.6667,,-0.0097,1840.4,0.0445,3785
技職,私立,建國科技大學,國際企業管理系,建國科技大學國際企業管理系,17,財經學群,17財經學群,117,國際企業學類,117國際企業學類,1040,建國科技大學,4131009,國際企業管理系,1.04E+11,建國科技大學國際企業管理系,444,11,126,07 彰化縣,技職,0.0248,61,97,125,145,0,16,0.346274576,0.036036036,11,1,1,11,11,0.919919246,0,12.67,13.86,0,0,131,0.755725191,0.221374046,99,29,3,0,EC,0,0,0,0,1,1,EC,0,0,0,0,1,1,6,E,0.62,0.49,0.025,0.059782609,0.019565217,920,23,1,7,55,3,15,0.059405941,0.056435644,0.013861386,1010,60,8,14,21,14,企業管理學類,47960,99045,29887,35199,24762,33925,52793,105597,32632,37663,27331,38150,48024,96539,30451,37259,28641,31935,0.9263,0.9546,0.875,0.9019,0.5993,0.8782,0.9376,0.9485,0.8969,0.9006,0.75,0.9054,0.9222,0.9583,0.8843,0.8802,0.705,0.8591,-0.0123,345.17,0.034,3898
技職,私立,建國科技大學,資訊管理系,建國科技大學資訊管理系,16,管理學群,16管理學群,105,資訊管理學類,105資訊管理學類,1040,建國科技大學,6131012,資訊管理系,1.04E+11,建國科技大學資訊管理系,483,14,132,07 彰化縣,技職,0.029,96,97,133,138,0,19,0.139714891,0.039337474,14,0.714285714,1,10,14,0.72809816,15,13.67,21.5,18.25,0,128,0.640625,0.3359375,82,43,3,0,RC,1,0,0,0,0,1,IC,0,1,0,0,0,1,4,I,0.44,0.25,0.015510949,0.047445255,0.008211679,1096,17,2,4,52,2,7,0.056569343,0.054744526,0.013686131,1096,62,13,15,10,22,其他商業及管理學類,60023,117472,30508,37254,24435,,64511,122025,33779,39284,23196,,60184,113980,30676,39189,29713,,0.9451,0.9532,0.8736,0.9101,0.8421,,0.9508,0.9388,0.902,0.905,0.9,,0.9302,0.941,0.8803,0.9071,0.75,,0.0231,810,0.0145,2621
技職,私立,建國科技大學,運動健康與休閒系,建國科技大學運動健康與休閒系,16,管理學群,16管理學群,112,運動管理學類,112運動管理學類,1040,建國科技大學,10152026,運動健康與休閒系,1.04E+11,建國科技大學運動健康與休閒系,559,10,153,07 彰化縣,技職,0.0179,104,137,139,144,0,35,0.122625818,0.062611807,10,1,1,10,10,1.186470588,2,17.17,16,0,0,128,0.703125,0.2265625,90,29,9,0,SRE,1,0,0,1,1,0,SA,0,0,1,1,0,0,3,S,0.58,0.25,0.032072368,0.080592105,0.016447368,1216,39,2,8,98,5,15,0.058388158,0.053453947,0.009868421,1216,71,9,12,19,25,運動休閒及休閒管理學類,48668,78039,28468,30299,26615,31034,50699,81176,30836,32556,28921,30244,50942,77795,29458,32527,22194,28711,0.9338,0.955,0.8735,0.8768,0.8657,0.8657,0.9301,0.9505,0.8892,0.885,0.8857,0.8806,0.9199,0.9718,0.8771,0.8384,0.8095,0.878,0.0126,-249.33,0.0084,1885
技職,私立,建國科技大學,電子工程系,建國科技大學電子工程系,2,工程學群,2工程學群,4,電子工程學類,4電子工程學類,1040,建國科技大學,7141014,電子工程系,1.04E+11,建國科技大學電子工程系,572,19,131,07 彰化縣,技職,0.0332,114,121,150,187,0,11,0.182579866,0.019230769,19,0.947368421,1,18,19,1.009051291,12,17.1,17.83,11,0,128,0.4453125,0.3515625,57,45,26,0,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.5,0.5,0.013181019,0.03427065,0.004393673,1138,15,0,2,39,1,4,0.037785589,0.028998243,0.008787346,1138,43,3,10,10,10,電資工程學類,56046,80246,30849,34305,25630,33016,68887,86921,35771,37564,28137,34081,62298,84755,31680,34913,28660,37269,0.9543,0.9729,0.88,0.924,0.7923,0.8649,0.969,0.974,0.9112,0.9358,0.8394,0.893,0.9653,0.9849,0.8843,0.8963,0.6714,0.8913,0.0158,3247.17,0.0223,5212
技職,私立,建國科技大學,電機工程系,建國科技大學電機工程系,2,工程學群,2工程學群,2,電機工程學類,2電機工程學類,1040,建國科技大學,7141013,電機工程系,1.04E+11,建國科技大學電機工程系,483,19,97,07 彰化縣,技職,0.0393,165,140,92,85,0,13,-0.190153084,0.026915114,19,0.842105263,1,16,19,0.780478542,8,11.55,14,11.33,0,130,0.561538462,0.346153846,73,45,12,0,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.55,0.46,0.011111111,0.032098765,0.003703704,810,9,1,0,26,2,1,0.038209607,0.033842795,0.009825328,916,35,6,9,7,9,電資工程學類,56046,80246,30849,34305,25630,33016,68887,86921,35771,37564,28137,34081,62298,84755,31680,34913,28660,37269,0.9543,0.9729,0.88,0.924,0.7923,0.8649,0.969,0.974,0.9112,0.9358,0.8394,0.893,0.9653,0.9849,0.8843,0.8963,0.6714,0.8913,0.0158,3247.17,0.0223,5212
技職,私立,建國科技大學,機械工程系,建國科技大學機械工程系,2,工程學群,2工程學群,6,機械工程學類,6機械工程學類,1040,建國科技大學,7151018,機械工程系,1.04E+11,建國科技大學機械工程系,618,18,181,07 彰化縣,技職,0.0291,137,161,149,153,0,18,0.042497986,0.029126214,18,0.944444444,1,17,18,0.917012987,45.25,24.36,41.5,34.5,0,174,0.477011494,0.25862069,83,45,46,0,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.48,0.44,0.022187005,0.055467512,0.01822504,1262,28,1,9,70,7,16,0.044426494,0.041195477,0.005654281,1238,55,10,7,15,19,機械工程學類,49611,77363,31686,32517,26761,41208,60403,83510,37129,35704,30302,43255,52645,71059,32010,32955,28949,38042,0.9521,0.9647,0.9008,0.9215,0.7816,0.8977,0.9692,0.9647,0.9224,0.9335,0.7712,0.9247,0.9564,0.9578,0.9041,0.8924,0.7764,0.907,0.0041,-581,0.0112,5193
技職,私立,建國科技大學,應用外語系,建國科技大學應用外語系,12,外語學群,12外語學群,79,英語文學類,79英語文學類,1040,建國科技大學,2311001,應用外語系,1.04E+11,建國科技大學應用外語系,226,9,84,07 彰化縣,技職,0.0398,62,52,56,49,0,7,-0.069789082,0.030973451,9,0.888888889,1,8,9,0.41958042,0,14,14.75,20,0,128,0.6171875,0.359375,79,46,3,0,AS,0,0,1,1,0,0,"SA,CE",0,0,1,1,1,1,4,A,0.27,0.15,0.01953125,0.060546875,0.005859375,512,10,0,0,31,0,3,0.052734375,0.046875,0.015625,512,27,3,8,4,9,外國語文學類,47592,68581,30313,34680,25862,33818,49715,70862,33103,36733,27346,39109,45886,70527,31111,34138,25044,35446,0.8865,0.9857,0.8462,0.8512,0.462,0.8197,0.8972,0.9786,0.8694,0.8651,0.6645,0.8525,0.8489,0.9728,0.8639,0.8481,0.4773,0.4464,0.0657,217.67,0.046,2670
技職,私立,美和科技大學,文化創意系,美和科技大學文化創意系,13,文史哲學群,13文史哲學群,91,文化與產業學類,91文化與產業學類,1064,美和科技大學,2299002,文化創意系,1.06E+11,美和科技大學文化創意系,106,7,22,13 屏東縣,技職,0.066,21,34,24,24,0,3,0.108309991,0.028301887,7,0.857142857,1,6,7,0.174496644,0,5.5,13.75,22.5,0,128,0.765625,0.203125,98,26,4,0,,0,0,0,0,0,0,EC,0,0,0,0,1,1,4,E,0.27,0.18,0.036290323,0.076612903,0.024193548,248,9,0,2,19,2,4,0.096774194,0.092741935,0.024193548,248,24,3,6,10,4,其他人文學類,50279,77081,33020,41311,,,55483,78920,35654,34962,,,45052,78111,28950,38960,,,0.8913,0.95,0.8448,0.8889,,,0.913,0.85,0.8793,0.8333,,,0.8636,0.9608,0.803,1,,,-0.0131,-2654.5,-0.0249,832
技職,私立,美和科技大學,生物科技系,美和科技大學生物科技系,5,生命科學學群,5生命科學學群,36,生物科技學類,36生物科技學類,1064,美和科技大學,5121008,生物科技系,1.06E+11,美和科技大學生物科技系,145,9,22,13 屏東縣,技職,0.0621,42,57,43,19,0,5,-0.148870238,0.034482759,9,1,1,9,9,1.220806794,4,12.25,13.13,0,0,128,0.7265625,0.203125,93,26,9,0,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.33,0.25,0.021992481,0.09906015,0.007326007,273,6,0,1,27,0,2,0.046692607,0.038910506,0.007782101,257,12,0,2,3,5,生物科技學類,40834,80601,27437,28585,,,43392,86944,30728,31039,,,39621,53835,28972,31400,,,0.9247,0.9796,0.8175,0.9252,,,0.9312,0.9796,0.8421,0.8598,,,0.9083,0.9636,0.8297,0.8737,,,0.0179,-5907.25,-0.0086,3662
技職,私立,美和科技大學,企業管理系,美和科技大學企業管理系,16,管理學群,16管理學群,102,企業管理學類,102企業管理學類,1064,美和科技大學,4131004,企業管理系,1.06E+11,美和科技大學企業管理系,332,9,65,13 屏東縣,技職,0.0271,444,364,264,284,0,44,-0.126382626,0.13253012,9,0.888888889,1,8,9,0.905850906,10,19.5,22.67,10,0,128,0.765625,0.203125,98,26,4,0,ECS,0,0,0,1,1,1,EC,0,0,0,0,1,1,5,E,0.71,0.54,0.032520325,0.124661247,0.002710027,369,12,0,0,46,0,1,0.082317073,0.079268293,0.012195122,328,27,1,4,8,11,企業管理學類,47960,99045,29887,35199,24762,33925,52793,105597,32632,37663,27331,38150,48024,96539,30451,37259,28641,31935,0.9263,0.9546,0.875,0.9019,0.5993,0.8782,0.9376,0.9485,0.8969,0.9006,0.75,0.9054,0.9222,0.9583,0.8843,0.8802,0.705,0.8591,-0.0123,345.17,0.034,3898
技職,私立,美和科技大學,社會工作系,美和科技大學社會工作系,10,社會與心理學群,10社會與心理學群,68,社會工作學類,68社會工作學類,1064,美和科技大學,9231016,社會工作系,1.06E+11,美和科技大學社會工作系,574,19,198,13 屏東縣,技職,0.0331,121,111,173,153,0,16,0.120102331,0.027874564,19,0.894736842,1,17,19,0.375841077,0,10.73,12.96,17.25,0,128,0.7734375,0.203125,99,26,3,0,SEC,0,0,0,1,1,1,SI,0,1,0,1,0,0,3,S,0.59,0.18,0.041335453,0.124006359,0.010333863,1258,52,0,5,156,0,13,0.053877551,0.051428571,0.011428571,1225,66,6,14,17,26,社會工作學類,47057,62760,33049,35006,,,49602,67490,35184,35673,,,47556,70088,32770,35627,,,0.9591,1,0.9034,0.9378,,,0.9638,1,0.9183,0.9355,,,0.9697,1,0.91,0.9309,,,-0.0026,2042.25,0.0043,2519
技職,私立,美和科技大學,美容系,美和科技大學美容系,8,建築與設計學群,8建築與設計學群,59,時尚與服裝設計學類,59時尚與服裝設計學類,1064,美和科技大學,10121021,美容系,1.06E+11,美和科技大學美容系,392,12,74,13 屏東縣,技職,0.0306,121,109,191,123,34,14,0.099033027,0.035714286,12,0.75,1,9,12,0.476971389,0,12.67,12.33,15.33,0,174,0.626436782,0.252873563,109,44,21,0,AE,0,0,1,0,1,0,EC,0,0,0,0,1,1,4,E,0.46,0.33,0.027145359,0.093695271,0.00525394,1142,31,0,1,107,0,6,0.078431373,0.071895425,0.015873016,1071,84,9,17,18,33,美容學類,34901,29382,28710,27956,25589,29395,36773,26772,30625,29854,26516,31429,34498,42747,29181,29115,24314,28105,0.8571,1,0.8789,0.8438,0.7328,0.8069,0.8571,1,0.8901,0.8567,0.7841,0.7981,0.963,0.9167,0.87,0.8564,0.722,0.8154,-0.004,2004.5,0.0111,1006
技職,私立,美和科技大學,食品營養系,美和科技大學食品營養系,4,醫藥衛生學群,4醫藥衛生學群,29,食品營養保健學類,29食品營養保健學類,1064,美和科技大學,5191012,食品營養系,1.06E+11,美和科技大學食品營養系,354,9,55,13 屏東縣,技職,0.0254,98,70,99,114,0,9,0.093362193,0.025423729,9,1,1,9,9,1.305833333,2,12.67,11,0,0,174,0.692528736,0.252873563,120.5,44,9.5,0,IC,0,1,0,0,0,1,SI,0,1,0,1,0,0,4,"I,S",0.33,0.33,0.014294282,0.066783287,0.009478673,633,9,0,1,42,0,6,0.060064935,0.055194805,0.019480519,616,37,1,12,9,12,營養學類,36685,43957,28415,30585,23269,,39437,47271,30551,32573,26989,,36696,78847,28147,30069,24895,,0.9735,1,0.8512,0.8361,0.725,,0.9561,1,0.894,0.8837,0.7907,,0.9153,0.8571,0.8599,0.8793,0.4615,,0.0825,7148.6,0.0277,2782
技職,私立,美和科技大學,健康事業管理系,美和科技大學健康事業管理系,16,管理學群,16管理學群,112,運動管理學類,112運動管理學類,1064,美和科技大學,4133007,健康事業管理系,1.06E+11,美和科技大學健康事業管理系,89,7,28,13 屏東縣,技職,0.0787,28,18,20,19,0,4,-0.098677249,0.04494382,7,0.714285714,1,5,7,0.172661871,5,0,12.75,21,0,128,0.765625,0.203125,98,26,4,0,SRE,1,0,0,1,1,0,SA,0,0,1,1,0,0,3,S,0.58,0.25,0.01980198,0.079207921,0,202,4,0,0,16,0,0,0.027027027,0.021621622,0.010810811,185,5,0,2,1,1,醫管學類,48199,106679,27648,37439,,,50612,106937,30046,39753,,,52982,97644,29212,38551,,,0.9681,0.978,0.8948,0.9286,,,0.9323,0.9725,0.924,0.9226,,,0.9353,0.9839,0.8844,0.9191,,,0.0117,-394,-0.0045,1846
技職,私立,美和科技大學,資訊科技系,美和科技大學資訊科技系,1,資訊學群,1資訊學群,1,資訊工程學類,1資訊工程學類,1064,美和科技大學,6131010,資訊科技系,1.06E+11,美和科技大學資訊科技系,144,7,57,13 屏東縣,技職,0.0486,35,34,35,35,0,5,0.000280112,0.034722222,7,0.857142857,1,6,7,0.348993289,0,12,13.25,23,0,128,0.796875,0.203125,102,26,0,0,RI,1,1,0,0,0,0,IC,0,1,0,0,0,1,4,I,0.59,0.32,0.020134228,0.083892617,0.010067114,298,6,0,1,25,0,3,0.05625,0.05,0.00625,320,18,0,2,6,8,電算機一般學類,49647,73590,28803,31270,27048,31137,55204,78142,31957,33599,29448,32263,49852,74566,29212,32764,25594,35197,0.9524,0.9791,0.8664,0.9068,0.6773,0.8687,0.9584,0.9756,0.8953,0.915,0.7455,0.856,0.954,0.9752,0.8844,0.9071,0.6157,0.8712,0.0072,948.33,0.0158,3186
技職,私立,美和科技大學,資訊管理系,美和科技大學資訊管理系,16,管理學群,16管理學群,105,資訊管理學類,105資訊管理學類,1064,美和科技大學,6121011,資訊管理系,1.06E+11,美和科技大學資訊管理系,238,8,75,13 屏東縣,技職,0.0336,68,54,60,51,0,16,-0.081590414,0.067226891,8,0.875,1,7,8,0.542025542,0,17.25,16.17,16.5,0,128,0.765625,0.203125,98,26,4,0,RC,1,0,0,0,0,1,IC,0,1,0,0,0,1,4,I,0.44,0.25,0.023897059,0.158088235,0.003676471,544,13,0,1,86,0,2,0.091603053,0.08778626,0.020992366,524,48,5,11,11,19,其他商業及管理學類,60023,117472,30508,37254,24435,,64511,122025,33779,39284,23196,,60184,113980,30676,39189,29713,,0.9451,0.9532,0.8736,0.9101,0.8421,,0.9508,0.9388,0.902,0.905,0.9,,0.9302,0.941,0.8803,0.9071,0.75,,0.0231,810,0.0145,2621
技職,私立,美和科技大學,護理系,美和科技大學護理系,4,醫藥衛生學群,4醫藥衛生學群,25,護理學類,25護理學類,1064,美和科技大學,9131013,護理系,1.06E+11,美和科技大學護理系,1662,52,622,13 屏東縣,技職,0.0313,458,487,787,766,207,109,0.217550532,0.065583634,52,0.75,1,39,52,0.41716329,0,9.5,11.02,13.15,0,212,0.634433962,0.231132075,134.5,49,28.5,0,SC,0,0,0,1,0,1,SI,0,1,0,1,0,0,4,S,0.71,0.57,0.014602257,0.047587093,0.007815214,5758,84,1,20,274,1,44,0.022711143,0.020936835,0.006387509,5636,128,7,36,30,45,護理學類,67335,72714,49785,51815,38223,40203,69833,74540,52463,54189,41062,41616,69710,70418,52190,53475,42673,40847,0.9721,0.9529,0.9612,0.9785,0.8744,0.9596,0.9641,0.9647,0.9645,0.978,0.9069,0.9507,0.9614,0.9898,0.9602,0.9729,0.8998,0.9587,-0.0074,1539.67,0.005,2271
技職,私立,修平科技大學,工業工程與管理系,修平科技大學工業工程與管理系,16,管理學群,16管理學群,107,科技管理學類,107科技管理學類,1069,修平科技大學,7191026,工業工程與管理系,1.07E+11,修平科技大學工業工程與管理系,353,16,87,06 臺中市,技職,0.0453,85,101,90,78,0,16,-0.018002977,0.045325779,16,0.8125,0.9375,13,15,0.79265873,12,10.97,11.93,17.31,0,128,0.7578125,0.2421875,97,31,0,0,ECR,1,0,0,0,1,1,EC,0,0,0,0,1,1,5,E,0.4,0.33,0.040540541,0.078624079,0.020884521,814,33,2,7,64,2,15,0.062579821,0.060025543,0.01660281,783,49,4,13,11,19,工業工程學類,49903,75690,30510,37539,25583,32837,59148,80338,34554,40350,29878,33908,56009,86826,30596,37058,31106,33111,0.9617,0.9673,0.8813,0.927,0.6949,0.6129,0.9681,0.9447,0.8932,0.9155,0.7879,0.875,0.9583,0.9789,0.8867,0.9225,0.7692,1,-0.0784,3774,0.0565,4352
