學校類型,設立別,學校,科系,校系,學類所屬學群編號,學類所屬學群名稱,學群編號編碼,大考中心學類編號,學類編碼,學類編號編碼,學校代碼,學校名稱,科系代碼,科系名稱,校系代碼,校系名稱,學生數,教師數,上學年度畢業生數,縣市名稱,體系別,師生比,一年級人數,二年級人數,三年級人數,四年級人數,大四以上年級人數,延畢人數,人數下滑率,延畢率,教師總數,專任助理教授以上之比例,專任講師以上之比例,專任助理教授以上總人數,專任講師以上總人數,正副教授比較助理教授及講師講課時數之倍數,專任教授平均每週授課時數,專任副教授平均每週授課時數,專任助理教授平均每週授課時數,專任講師平均每週授課時數,專任其他教師平均每週授課時數,畢業總學分數,專業學分比,通識/共同學分比,畢業專業學分數,畢業通識/共同學分數,畢業實習學分數,畢業其他畢業學分數,大學生興趣碼,大學生興趣碼R,大學生興趣碼I,大學生興趣碼A,大學生興趣碼S,大學生興趣碼E,大學生興趣碼C,職業Holland碼前二碼,職業興趣碼R,職業興趣碼I,職業興趣碼A,職業興趣碼S,職業興趣碼E,職業興趣碼C,命中率,職業Holland碼首碼,首碼職業關聯百分比,前二碼職業關聯百分比,辦理休學率,總休學率,因學業成績與志趣不合總休學率,休學人數整理2_在學學生數,學期內新辦理休學人數小計,因學業成績學期內新辦理休學人數,因志趣不合學期內新辦理休學人數,至學期底總休學人數小計,因學業成績至學期底總休學人數,因志趣不合至學期底總休學人數,退學率,因成績/志趣與逾期退學率,因志趣不合退學率,退學人數整理2_在學學生數,退學人數小計,因學業成績退學人數,因志趣不合退學人數,因逾期未註冊退學人數,因休學逾期未復學退學人數,教育部學類,三年後就業薪資_99學年日間碩士,三年後就業薪資_99學年在職碩士,三年後就業薪資 _99學年日間學士,99學年三年後就業薪資_進修學士,三年後就業薪資_99學年日間專科,三年後就業薪資_99學年進修專科,四年後就業薪資_99學年日間碩士,四年後就業薪資_99學年在職碩士,四年後就業薪資_99學年日間學士,四年後就業薪資_99學年進修學士,四年後就業薪資_99學年日間專科,四年後就業薪資_99學年進修專科,三年後就業薪資_100學年日間碩士,三年後就業薪資_100學年在職碩士,三年後就業薪資_100學年日間學士,三年後就業薪資_100學年進修學士,三年後就業薪資_100學年日間專科,三年後就業薪資_100學年進修專科,三年後就業率_99學年日間碩士,三年後就業率_99學年在職碩士,三年後就業率_99學年日間學士,三年後就業率_99學年進修學士,三年後就業率_99學年日間專科,三年後就業率_99學年進修專科,四年後就業率_99學年日間碩士,四年後就業率_99學年在職碩士,四年後就業率_99學年日間學士,四年後就業率_99學年進修學士,四年後就業率_99學年日間專科,四年後就業率_99學年進修專科,三年後就業率_100學年日間碩士,三年後就業率_100學年在職碩士,三年後就業率_100學年日間學士,三年後就業率_100學年進修學士,三年後就業率_100學年日間專科,三年後就業率_100學年進修專科,隔屆就業率成長幅度,隔屆就業薪資變化,隔年就業率成長幅度,隔年就業薪資變化
一般,公立,國立中山大學,中國文學系,國立中山大學中國文學系,13,文史哲學群,13文史哲學群,84,中國語文學類,84中國語文學類,9,國立中山大學,2322005,中國文學系,902322005,國立中山大學中國文學系,277,19,60,50 高雄市,一般,0.0686,60,60,62,79,11,21,0.102508961,0.075812274,21,0.904761905,0.904761905,19,19,0.777453839,7,0,9.29,0,0,128,0.421875,0.21875,54,28,0,46,AS,0,0,1,1,0,0,SA,0,0,1,1,0,0,6,A,0.36,0.21,0.069805195,0.173701299,0.066558442,616,43,24,0,107,41,0,0.028409091,0.024621212,0.005681818,528,15,3,3,2,5,中國語文學類,52560,80014,31029,30970,,,55031,81433,33926,33393,,,55646,78315,32146,29771,,,0.8739,0.9708,0.8268,0.8768,,,0.8889,0.9679,0.8582,0.8949,,,0.8457,0.979,0.8159,0.8427,,,0.0163,326.25,0.0154,2303
一般,公立,國立中山大學,化學系,國立中山大學化學系,3,數理化學群,3數理化學群,16,化學學類,16化學學類,9,國立中山大學,5311037,化學系,905311037,國立中山大學化學系,331,23,90,50 高雄市,一般,0.0695,102,94,58,57,9,11,-0.159550492,0.033232628,23,1,1,23,23,2.397777778,9,11.58,8,0,0,128,0.5,0.21875,64,28,0,36,IR,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.44,0.44,0.026806112,0.051906245,0.004716981,636,17,3,0,33,3,0,0.032075472,0.024528302,0.011320755,530,17,0,6,2,5,化學學類,52891,52510,33991,30158,,,63253,54688,38295,33707,,,56995,74990,34438,33117,,,0.9605,1,0.8312,0.7647,,,0.9721,1,0.8528,0.7647,,,0.9652,0.9259,0.8212,0.8947,,,-0.0127,7497.5,0.0083,5098
一般,公立,國立中山大學,外國語文學系,國立中山大學外國語文學系,12,外語學群,12外語學群,79,英語文學類,79英語文學類,9,國立中山大學,2311006,外國語文學系,902311006,國立中山大學外國語文學系,287,21,59,50 高雄市,一般,0.0732,65,59,72,75,2,14,0.056565986,0.048780488,21,0.952380952,1,20,21,0.909301249,9.25,9.4,9.61,11,0,128,0.4453125,0.21875,57,28,0,43,AS,0,0,1,1,0,0,"SA,CE",0,0,1,1,1,1,4,A,0.27,0.15,0.055555556,0.095959596,0.035353535,594,33,16,1,57,20,1,0.030651341,0.022988506,0.005747126,522,16,1,3,4,4,外國語文學類,47592,68581,30313,34680,25862,33818,49715,70862,33103,36733,27346,39109,45886,70527,31111,34138,25044,35446,0.8865,0.9857,0.8462,0.8512,0.462,0.8197,0.8972,0.9786,0.8694,0.8651,0.6645,0.8525,0.8489,0.9728,0.8639,0.8481,0.4773,0.4464,0.0657,217.67,0.046,2670
一般,公立,國立中山大學,企業管理學系,國立中山大學企業管理學系,16,管理學群,16管理學群,102,企業管理學類,102企業管理學類,9,國立中山大學,4131021,企業管理學系,904131021,國立中山大學企業管理學系,704,26,197,50 高雄市,一般,0.0369,191,195,152,122,27,17,-0.132312944,0.024147727,26,1,1,26,26,1.844990548,7.52,11,9.58,0,0,140,0.492857143,0.2,69,28,0,43,ECS,0,0,0,1,1,1,EC,0,0,0,0,1,1,5,E,0.71,0.54,0.039041096,0.088356164,0.00890411,1460,57,7,0,129,13,0,0.025592417,0.019905213,0.002843602,1055,27,2,3,4,12,企業管理學類,47960,99045,29887,35199,24762,33925,52793,105597,32632,37663,27331,38150,48024,96539,30451,37259,28641,31935,0.9263,0.9546,0.875,0.9019,0.5993,0.8782,0.9376,0.9485,0.8969,0.9006,0.75,0.9054,0.9222,0.9583,0.8843,0.8802,0.705,0.8591,-0.0123,345.17,0.034,3898
一般,公立,國立中山大學,光電工程學系,國立中山大學光電工程學系,2,工程學群,2工程學群,3,光電學類,3光電學類,9,國立中山大學,7141054,光電工程學系,907141054,國立中山大學光電工程學系,304,14,96,50 高雄市,一般,0.0461,96,96,55,48,5,4,-0.184785354,0.013157895,14,1,1,14,14,1.694615385,11.2,9.83,12,0,0,139,0.489208633,0.201438849,68,28,0,43,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.57,0.57,0.010576306,0.037203183,0.001788909,559,6,0,0,21,1,0,0.027350427,0.025641026,0.003418803,585,16,4,2,1,8,電資工程學類,56046,80246,30849,34305,25630,33016,68887,86921,35771,37564,28137,34081,62298,84755,31680,34913,28660,37269,0.9543,0.9729,0.88,0.924,0.7923,0.8649,0.969,0.974,0.9112,0.9358,0.8394,0.893,0.9653,0.9849,0.8843,0.8963,0.6714,0.8913,0.0158,3247.17,0.0223,5212
一般,公立,國立中山大學,材料與光電科學學系,國立中山大學材料與光電科學學系,2,工程學群,2工程學群,11,材料工程學類,11材料工程學類,9,國立中山大學,7112063,材料與光電科學學系,907112063,國立中山大學材料與光電科學學系,343,19,98,50 高雄市,一般,0.0554,108,105,58,56,14,2,-0.169959861,0.005830904,19,1,1,19,19,1.887280248,6.5,10.75,8.67,0,0,140,0.507142857,0.2,71,28,0,41,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.6,0.6,0.020114943,0.043103448,0,696,14,0,0,30,0,0,0.021786492,0.017429194,0.006535948,459,10,2,3,1,2,電資工程學類,56046,80246,30849,34305,25630,33016,68887,86921,35771,37564,28137,34081,62298,84755,31680,34913,28660,37269,0.9543,0.9729,0.88,0.924,0.7923,0.8649,0.969,0.974,0.9112,0.9358,0.8394,0.893,0.9653,0.9849,0.8843,0.8963,0.6714,0.8913,0.0158,3247.17,0.0223,5212
一般,公立,國立中山大學,物理學系,國立中山大學物理學系,3,數理化學群,3數理化學群,17,物理學類,17物理學類,9,國立中山大學,5331038,物理學系,905331038,國立中山大學物理學系,309,21,92,50 高雄市,一般,0.068,101,77,60,52,11,8,-0.197245439,0.025889968,21,1,1,21,21,2.444959444,8.9,11.2,7.63,0,0,128,0.453125,0.21875,58,28,0,42,IR,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.77,0.69,0.038167939,0.066793893,0.005725191,524,20,3,0,35,3,0,0.026132404,0.022648084,0.010452962,574,15,0,6,4,3,物理學類,57053,79256,32837,,,,70060,83133,38149,,,,60185,73918,36818,,,,0.9362,1,0.7674,,,,0.9525,1,0.8006,,,,0.9085,0.9524,0.7526,,,,0.03,591.67,0.0165,7399
一般,公立,國立中山大學,社會學系,國立中山大學社會學系,10,社會與心理學群,10社會與心理學群,67,社會學學類,67社會學學類,9,國立中山大學,3141013,社會學系,903141013,國立中山大學社會學系,188,11,37,50 高雄市,一般,0.0585,44,52,40,39,0,13,-0.02465035,0.069148936,11,1,1,11,11,1.384615385,6.9,6.5,9.4,0,0,128,0.265625,0.21875,34,28,0,66,EAS,0,0,1,1,1,0,SA,0,0,1,1,0,0,5,S,0.39,0.22,0.021164021,0.066137566,0.010582011,378,8,1,0,25,4,0,0.04368932,0.029126214,0.004854369,206,9,2,1,2,1,社會學類,61633,73218,31375,,,,65024,74249,35802,,,,67037,77226,32953,,,,0.9323,0.987,0.8208,,,,0.9139,0.9744,0.8703,,,,0.9112,0.98,0.8466,,,,0.0008,3663.33,0.0062,2950
一般,公立,國立中山大學,政治經濟學系,國立中山大學政治經濟學系,15,法政學群,15法政學群,100,政治學類,100政治學類,9,國立中山大學,4134010,政治經濟學系,904134010,國立中山大學政治經濟學系,221,8,41,50 高雄市,一般,0.0362,49,50,52,53,0,17,0.026546311,0.076923077,8,1,1,8,8,1.91047619,11.06,8,9.5,0,0,136,0.367647059,0.205882353,50,28,0,58,ES,0,0,0,1,1,0,EA,0,0,1,0,1,0,4,E,0.33,0.22,0.020930233,0.039534884,0,430,9,0,0,17,0,0,0.013953488,0.011627907,0.004651163,430,6,1,2,0,2,經濟學類,45020,73259,34767,34288,,,50190,78667,39562,35613,,,47891,81947,35605,34110,,,0.8502,0.9357,0.8472,0.92,,,0.8742,0.9007,0.8708,0.9205,,,0.9136,0.9701,0.8507,0.9339,,,-0.0288,3054.75,0.0033,4175
一般,公立,國立中山大學,海洋環境及工程學系,國立中山大學海洋環境及工程學系,7,地球與環境學群,7地球與環境學群,50,海洋科學學類,50海洋科學學類,9,國立中山大學,7122065,海洋環境及工程學系,907122065,國立中山大學海洋環境及工程學系,261,14,57,50 高雄市,一般,0.0536,67,63,62,49,13,7,-0.095083976,0.026819923,14,1,1,14,14,1.643371758,11.42,10.39,12.88,0,0,128,0.5078125,0.21875,65,28,0,35,IR,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.36,0.36,0.055555556,0.148148148,0.025925926,540,30,5,0,80,12,2,0.026946108,0.020958084,0.011976048,334,9,0,4,1,2,環境工程學類,43921,69413,28706,31691,19107,,50567,71502,31849,34330,28171,,44064,66510,28970,33079,,,0.952,0.9818,0.8982,0.9234,0.8,,0.969,0.9758,0.913,0.9307,1,,0.9532,0.9892,0.8765,0.9439,,,-0.0296,4588.15,0.0466,4716
一般,公立,國立中山大學,資訊工程學系,國立中山大學資訊工程學系,1,資訊學群,1資訊學群,1,資訊工程學類,1資訊工程學類,9,國立中山大學,7141055,資訊工程學系,907141055,國立中山大學資訊工程學系,457,19,134,50 高雄市,一般,0.0416,133,144,90,70,8,12,-0.171505152,0.026258206,19,1,1,19,19,1.932173913,9.8,11.42,10.5,0,0,135,0.451851852,0.207407407,61,28,0,46,RI,1,1,0,0,0,0,IC,0,1,0,0,0,1,4,I,0.59,0.32,0.035940803,0.068710359,0.017970402,946,34,17,0,65,17,0,0.03196347,0.02283105,0.00456621,876,28,2,4,6,8,電資工程學類,56046,80246,30849,34305,25630,33016,68887,86921,35771,37564,28137,34081,62298,84755,31680,34913,28660,37269,0.9543,0.9729,0.88,0.924,0.7923,0.8649,0.969,0.974,0.9112,0.9358,0.8394,0.893,0.9653,0.9849,0.8843,0.8963,0.6714,0.8913,0.0158,3247.17,0.0223,5212
一般,公立,國立中山大學,資訊管理學系,國立中山大學資訊管理學系,16,管理學群,16管理學群,105,資訊管理學類,105資訊管理學類,9,國立中山大學,6131052,資訊管理學系,906131052,國立中山大學資訊管理學系,424,19,105,50 高雄市,一般,0.0448,127,117,88,71,12,9,-0.173261741,0.021226415,19,1,1,19,19,1.899891186,7.29,9.17,8.19,0,0,135,0.496296296,0.207407407,67,28,0,40,RC,1,0,0,0,0,1,IC,0,1,0,0,0,1,4,I,0.44,0.25,0.030266344,0.069007264,0.008474576,826,25,3,0,57,7,0,0.044585987,0.038216561,0.010615711,471,21,1,5,5,7,其他商業及管理學類,60023,117472,30508,37254,24435,,64511,122025,33779,39284,23196,,60184,113980,30676,39189,29713,,0.9451,0.9532,0.8736,0.9101,0.8421,,0.9508,0.9388,0.902,0.905,0.9,,0.9302,0.941,0.8803,0.9071,0.75,,0.0231,810,0.0145,2621
一般,公立,國立中山大學,電機工程學系,國立中山大學電機工程學系,2,工程學群,2工程學群,2,電機工程學類,2電機工程學類,9,國立中山大學,7141053,電機工程學系,907141053,國立中山大學電機工程學系,822,34,223,50 高雄市,一般,0.0414,243,240,154,143,19,23,-0.147369195,0.027980535,34,0.970588235,1,33,34,0.886530612,8.5,12.22,11.5,12,0,131,0.503816794,0.213740458,66,28,0,37,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.55,0.46,0.037509436,0.080804964,0.014916097,1609,61,13,3,130,20,4,0.025429116,0.019071837,0.005085823,1573,40,8,8,3,11,電資工程學類,56046,80246,30849,34305,25630,33016,68887,86921,35771,37564,28137,34081,62298,84755,31680,34913,28660,37269,0.9543,0.9729,0.88,0.924,0.7923,0.8649,0.969,0.974,0.9112,0.9358,0.8394,0.893,0.9653,0.9849,0.8843,0.8963,0.6714,0.8913,0.0158,3247.17,0.0223,5212
一般,公立,國立中山大學,劇場藝術學系,國立中山大學劇場藝術學系,9,藝術學群,9藝術學群,65,表演藝術學類,65表演藝術學類,9,國立中山大學,2152003,劇場藝術學系,902152003,國立中山大學劇場藝術學系,181,9,36,50 高雄市,一般,0.0497,42,40,38,39,0,22,-0.023767753,0.121546961,9,1,1,9,9,1.477170994,5,10.5,10.17,0,0,128,0.4609375,0.21875,59,28,0,41,ASE,0,0,1,1,1,0,EA,0,0,1,0,1,0,5,E,0.5,0.25,0.032967033,0.068681319,0.002747253,364,12,0,1,25,0,1,0.024725275,0.021978022,0.008241758,364,9,0,3,1,4,戲劇舞蹈學類,47729,65927,30066,38222,,,50090,68425,33713,42758,,,50516,60312,32518,29988,35533,,0.8544,0.875,0.7652,0.7179,,,0.8447,0.875,0.8121,0.75,,,0.8065,1,0.7119,0.8679,1,,-0.0741,-3712.6,0.0173,3261
一般,公立,國立中山大學,機械與機電工程學系,國立中山大學機械與機電工程學系,2,工程學群,2工程學群,6,機械工程學類,6機械工程學類,9,國立中山大學,7151061,機械與機電工程學系,907151061,國立中山大學機械與機電工程學系,680,26,197,50 高雄市,一般,0.0382,191,204,138,127,8,12,-0.111725576,0.017647059,28,0.928571429,0.928571429,26,26,1.767284992,10.13,9.83,10.86,0,0,140,0.5,0.2,70,28,0,42,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.48,0.44,0.023993808,0.053405573,0.011609907,1292,31,4,1,69,14,1,0.027089783,0.023993808,0.007739938,1292,35,4,10,3,14,機械工程學類,49611,77363,31686,32517,26761,41208,60403,83510,37129,35704,30302,43255,52645,71059,32010,32955,28949,38042,0.9521,0.9647,0.9008,0.9215,0.7816,0.8977,0.9692,0.9647,0.9224,0.9335,0.7712,0.9247,0.9564,0.9578,0.9041,0.8924,0.7764,0.907,0.0041,-581,0.0112,5193
一般,公立,國立中山大學,應用數學系,國立中山大學應用數學系,3,數理化學群,3數理化學群,15,數學學類,15數學學類,9,國立中山大學,5411051,應用數學系,905411051,國立中山大學應用數學系,259,17,68,50 高雄市,一般,0.0656,75,71,52,43,3,15,-0.164671963,0.057915058,17,1,1,17,17,1.999,8.32,10.67,9,0,0,128,0.40625,0.21875,52,28,0,48,CRI,1,1,0,0,0,1,CI,0,1,0,0,0,1,5,C,0.45,0.25,0.035743127,0.086384131,0.016359918,489,17,2,0,42,8,0,0.021428571,0.021428571,0.004761905,420,9,3,2,2,2,數學學類,50771,82542,33096,29143,,,56240,84175,37087,33073,,,50944,81047,33268,29954,,,0.8779,1,0.7982,1,,,0.8725,1,0.8624,1,,,0.9042,1,0.7735,0.5556,,,0.1107,-84.75,0.0147,3756
一般,公立,國立中央大學,土木工程學系,國立中央大學土木工程學系,2,工程學群,2工程學群,8,土木工程學類,8土木工程學類,8,國立中央大學,7321067,土木工程學系,807321067,國立中央大學土木工程學系,701,24,211,03 桃園市,一般,0.0342,239,203,124,107,14,14,-0.225628984,0.019971469,24,1,1,24,24,1.2992,6.07,9.17,11.5,0,0,100,0.86,0.14,86,14,0,0,RI,1,1,0,0,0,0,"RC,ER",1,0,0,0,1,1,3,R,0.43,0.29,0.028694405,0.078909613,0.027977044,1394,40,13,4,110,25,14,0.033527697,0.032069971,0.00728863,1372,46,8,10,6,20,土木工程學類,41381,73038,29929,35456,22701,,46943,72881,34227,37816,27036,,42716,73816,31152,39307,24328,,0.9262,0.9667,0.8849,0.9161,0.7419,,0.9468,0.9625,0.9082,0.9091,0.7179,,0.9369,0.9733,0.8844,0.7808,0.5714,,0.0578,1762.8,0.0017,3280
一般,公立,國立中央大學,中國文學系,國立中央大學中國文學系,13,文史哲學群,13文史哲學群,84,中國語文學類,84中國語文學類,8,國立中央大學,2322006,中國文學系,802322006,國立中央大學中國文學系,313,18,76,03 桃園市,一般,0.0575,70,70,72,65,15,21,-0.022883598,0.067092652,18,0.944444444,1,17,18,0.689457433,6,8.63,8.67,13,0,128,0.671875,0.1953125,86,25,0,17,AS,0,0,1,1,0,0,SA,0,0,1,1,0,0,6,A,0.36,0.21,0.039432177,0.137223975,0.044164038,634,25,10,0,87,26,2,0.031657356,0.031657356,0.005586592,537,17,2,3,2,10,中國語文學類,52560,80014,31029,30970,,,55031,81433,33926,33393,,,55646,78315,32146,29771,,,0.8739,0.9708,0.8268,0.8768,,,0.8889,0.9679,0.8582,0.8949,,,0.8457,0.979,0.8159,0.8427,,,0.0163,326.25,0.0154,2303
一般,公立,國立中央大學,化學工程與材料工程學系,國立中央大學化學工程與材料工程學系,2,工程學群,2工程學群,10,化學工程學類,10化學工程學類,8,國立中央大學,7111069,化學工程與材料工程學系,807111069,國立中央大學化學工程與材料工程學系,379,20,126,03 桃園市,一般,0.0528,127,127,57,62,3,3,-0.154487268,0.007915567,20,1,1,20,20,2.062968516,5.09,7.67,5.67,0,0,128,0.8046875,0.1953125,103,25,0,0,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.56,0.33,0.014469453,0.035369775,0.014469453,622,9,4,0,22,7,2,0.023474178,0.023474178,0.004694836,639,15,2,3,1,9,化學工程學類,50853,58101,33872,34071,27195,29845,61357,63330,39091,37518,29658,26175,54061,63339,35251,33115,25580,,0.9567,0.9552,0.8894,0.9269,0.6216,0.6,0.964,0.9853,0.9072,0.9236,0.7045,0.8,0.9551,0.9863,0.8842,0.9267,0.4118,,-0.0079,3279.7,0.0558,3865
一般,公立,國立中央大學,化學學系,國立中央大學化學學系,3,數理化學群,3數理化學群,16,化學學類,16化學學類,8,國立中央大學,5311035,化學學系,805311035,國立中央大學化學學系,315,15,103,03 桃園市,一般,0.0476,107,103,50,44,8,3,-0.223982095,0.00952381,15,1,1,15,15,0.823493976,5.8,6.87,15.6,0,0,128,0.6484375,0.1953125,83,25,0,20,IR,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.44,0.44,0.023340796,0.04496405,0.01369863,584,13,5,0,26,8,0,0.029411765,0.029411765,0.003676471,272,8,4,1,0,3,化學學類,52891,52510,33991,30158,,,63253,54688,38295,33707,,,56995,74990,34438,33117,,,0.9605,1,0.8312,0.7647,,,0.9721,1,0.8528,0.7647,,,0.9652,0.9259,0.8212,0.8947,,,-0.0127,7497.5,0.0083,5098
一般,公立,國立中央大學,生命科學系,國立中央大學生命科學系,5,生命科學學群,5生命科學學群,35,生命科學學類,35生命科學學類,8,國立中央大學,5111031,生命科學系,805111031,國立中央大學生命科學系,267,13,63,03 桃園市,一般,0.0487,72,60,71,43,16,5,-0.125899844,0.018726592,13,1,1,13,13,1.680833333,7.77,11.4,11,0,0,128,0.6171875,0.171875,79,22,0,27,IR,1,1,0,0,0,0,"RI,IR",1,1,0,0,0,0,6,"I,R",0.33,0.33,0.058422175,0.12196162,0.069343066,548,32,21,1,67,28,10,0.033613445,0.033613445,0.008403361,476,16,2,4,3,7,生物學類,43082,69141,30943,,,,46489,72018,34384,,,,41235,97210,32106,,,,0.9107,1,0.7207,,,,0.9063,1,0.797,,,,0.9067,1,0.6571,,,,0.0225,9128.33,0.024,3242
一般,公立,國立中央大學,生醫科學與工程學系,國立中央大學生醫科學與工程學系,2,工程學群,2工程學群,12,生醫/醫學工程學類,12生醫/醫學工程學類,8,國立中央大學,7193074,生醫科學與工程學系,807193074,國立中央大學生醫科學與工程學系,65,17,0,03 桃園市,一般,0.2615,25,22,18,0,0,0,-0.433939394,0,17,1,1,17,17,1.80823402,6.37,9.32,8.23,0,0,128,0.5234375,0.2109375,67,27,0,34,RI,1,1,0,0,0,0,"IR,RI",1,1,0,0,0,0,6,"I,R",0.5,0.5,0.030677656,0.043498168,0.044776119,67,2,1,1,3,1,2,0.090909091,0.090909091,0,11,1,0,0,0,1,生物科技學類,40834,80601,27437,28585,,,43392,86944,30728,31039,,,39621,53835,28972,31400,,,0.9247,0.9796,0.8175,0.9252,,,0.9312,0.9796,0.8421,0.8598,,,0.9083,0.9636,0.8297,0.8737,,,0.0179,-5907.25,-0.0086,3662
一般,公立,國立中央大學,光電科學與工程學系,國立中央大學光電科學與工程學系,2,工程學群,2工程學群,3,光電學類,3光電學類,8,國立中央大學,7141057,光電科學與工程學系,807141057,國立中央大學光電科學與工程學系,405,22,129,03 桃園市,一般,0.0543,128,121,83,60,10,3,-0.21528184,0.007407407,22,1,1,22,22,1.56,4.25,5.67,6,0,0,128,0.890625,0.109375,114,14,0,0,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.57,0.57,0.035460993,0.086288416,0.031914894,846,30,15,2,73,19,8,0.050653595,0.050653595,0.008169935,612,31,6,5,8,12,電資工程學類,56046,80246,30849,34305,25630,33016,68887,86921,35771,37564,28137,34081,62298,84755,31680,34913,28660,37269,0.9543,0.9729,0.88,0.924,0.7923,0.8649,0.969,0.974,0.9112,0.9358,0.8394,0.893,0.9653,0.9849,0.8843,0.8963,0.6714,0.8913,0.0158,3247.17,0.0223,5212
一般,公立,國立中央大學,地球科學學系,國立中央大學地球科學學系,7,地球與環境學群,7地球與環境學群,48,地質地球與環境科學學類,48地質地球與環境科學學類,8,國立中央大學,5321036,地球科學學系,805321036,國立中央大學地球科學學系,202,17,47,03 桃園市,一般,0.0842,89,65,58,49,10,10,-0.177509214,0.04950495,17,1,1,17,17,1.606689735,5.47,7.46,7.67,0,0,116,0.706896552,0.120689655,82,14,0,20,IR,1,1,0,0,0,0,"RI,IR",1,1,0,0,0,0,6,"I,R,S",0.25,0.25,0.047524517,0.090880216,0.02,550,26,7,3,50,8,3,0.023255814,0.020671835,0.005167959,387,9,2,2,0,4,地球科學學類,41476,74000,32894,,,,45207,73696,36935,,,,43830,81038,33686,,,,0.9424,1,0.6792,,,,0.958,1,0.7778,,,,0.9632,1,0.791,,,,-0.0442,3394.67,0.0381,2489
一般,公立,國立中央大學,物理學系,國立中央大學物理學系,3,數理化學群,3數理化學群,17,物理學類,17物理學類,8,國立中央大學,5331042,物理學系,805331042,國立中央大學物理學系,358,32,103,03 桃園市,一般,0.0894,97,90,72,67,17,15,-0.113869798,0.041899441,32,1,1,32,32,1.808926081,5.88,6.09,6.17,0,0,128,0.546875,0.109375,70,14,0,44,IR,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.77,0.69,0.028328612,0.055240793,0.02266289,706,20,8,1,39,13,3,0.027536232,0.024637681,0.010144928,690,19,2,7,0,8,物理學類,57053,79256,32837,,,,70060,83133,38149,,,,60185,73918,36818,,,,0.9362,1,0.7674,,,,0.9525,1,0.8006,,,,0.9085,0.9524,0.7526,,,,0.03,591.67,0.0165,7399
一般,公立,國立中央大學,客家語文暨社會科學學系,國立中央大學客家語文暨社會科學學系,10,社會與心理學群,10社會與心理學群,67,社會學學類,67社會學學類,8,國立中央大學,3199020,客家語文暨社會科學學系,803199020,國立中央大學客家語文暨社會科學學系,139,13,35,03 桃園市,一般,0.0935,56,63,64,33,11,1,-0.114500661,0.007194245,13,1,1,13,13,2.164615385,5.07,8,5.5,0,0,128,0.7890625,0.1953125,101,25,2,0,EAS,0,0,1,1,1,0,SA,0,0,1,1,0,0,5,S,0.39,0.22,0.054187192,0.157635468,0.032019704,406,22,5,0,64,13,0,0.060913706,0.050761421,0.010152284,394,24,2,4,4,10,綜合社會及行為科學學類,54670,79348,33569,,,,59356,80983,36354,,,,50769,81853,34870,,,,0.9031,0.9193,0.8607,,,,0.9133,0.9141,0.9055,,,,0.9034,0.978,0.8677,,,,-0.022,-31.67,0.0166,3035
一般,公立,國立中央大學,英美語文學系,國立中央大學英美語文學系,12,外語學群,12外語學群,79,英語文學類,79英語文學類,8,國立中央大學,2311007,英美語文學系,802311007,國立中央大學英美語文學系,252,18,59,03 桃園市,一般,0.0714,64,56,57,63,0,12,-0.000626566,0.047619048,18,1,1,18,18,1.701176471,6.6,6.86,7.5,0,0,128,0.625,0.1953125,80,25,0,23,AS,0,0,1,1,0,0,"SA,CE",0,0,1,1,1,1,4,A,0.27,0.15,0.023622047,0.051181102,0.029527559,508,12,6,2,26,11,4,0.064,0.064,0.032,125,8,0,4,0,4,外國語文學類,47592,68581,30313,34680,25862,33818,49715,70862,33103,36733,27346,39109,45886,70527,31111,34138,25044,35446,0.8865,0.9857,0.8462,0.8512,0.462,0.8197,0.8972,0.9786,0.8694,0.8651,0.6645,0.8525,0.8489,0.9728,0.8639,0.8481,0.4773,0.4464,0.0657,217.67,0.046,2670
一般,公立,國立中央大學,財務金融學系,國立中央大學財務金融學系,17,財經學群,17財經學群,116,財務金融學類,116財務金融學類,8,國立中央大學,4121024,財務金融學系,804121024,國立中央大學財務金融學系,393,13,112,03 桃園市,一般,0.0331,122,118,72,70,3,8,-0.150131724,0.020356234,13,1,1,13,13,1.581333333,5.86,5,6.5,0,0,114,0.877192982,0.122807018,100,14,0,0,EC,0,0,0,0,1,1,CE,0,0,0,0,1,1,6,C,0.5,0.43,0.018324607,0.041884817,0.010471204,764,14,3,1,32,6,2,0.011278195,0.011278195,0.003759398,266,3,0,1,1,1,財務金融學類,49353,88168,32166,36617,22887,34905,57129,93077,35652,38887,26317,38813,47774,88512,32461,34283,25377,50780,0.9234,0.9624,0.864,0.9036,0.587,0.9655,0.9451,0.9624,0.8992,0.895,0.78,0.931,0.9382,0.9705,0.8844,0.9039,0.6071,0.3594,0.0904,2515.17,0.0345,4297
