學校類型,設立別,學校,科系,校系,大考中心學群編號,學群編號編碼,大考中心學類編號,學類編號編碼,學校代碼,學校名稱,科系代碼,科系名稱,校系代碼,校系名稱,學生數,教師數,上學年度畢業生數,縣市名稱,體系別,師生比,一年級人數,二年級人數,三年級人數,四年級人數,大四以上年級人數,延畢人數,人數下滑率,延畢率,教師總數,專任助理教授以上之比例,欄位11,專任助理教授以上總人數,專任講師以上總人數,正副教授比較助理教授及講師講課時數之倍數,專任教授平均每週授課時數,專任副教授平均每週授課時數,專任助理教授平均每週授課時數,專任講師平均每週授課時數,專任其他教師平均每週授課時數,畢業總學分數,專業學分比,通識/共同學分比,畢業專業學分數,畢業通識/共同學分數,畢業實習學分數,畢業其他畢業學分數,123 個學類,大學生興趣碼,大學生興趣碼R,大學生興趣碼I,大學生興趣碼A,大學生興趣碼S,大學生興趣碼E,大學生興趣碼C,職業Holland碼前二碼,職業興趣碼R,職業興趣碼I,職業興趣碼A,職業興趣碼S,職業興趣碼E,職業興趣碼C,命中率,職業Holland碼首碼,首碼職業關聯百分比,前二碼職業關聯百分比,學類所屬學群編號,學類所屬學群名稱,辦理休學率,總休學率,因學業成績與志趣不合總休學率,休學人數整理2_在學學生數,學期內新辦理休學人數小計,因學業成績學期內新辦理休學人數,因志趣不合學期內新辦理休學人數,至學期底總休學人數小計,因學業成績至學期底總休學人數,因志趣不合至學期底總休學人數,退學率,因成績/志趣與逾期退學率,因志趣不合退學率,退學人數整理2_在學學生數,退學人數小計,因學業成績退學人數,因志趣不合退學人數,因逾期未註冊退學人數,因休學逾期未復學退學人數
1,私立,中山醫學大學,營養學系,中山醫學大學營養學系,4,4醫藥衛生學群,29,29食品營養保健學類,1029,中山醫學大學,05191026,營養學系,102905191026,中山醫學大學營養學系,449,17,127,19 臺中市,1 一般,3.79%,120,125,104,91,3,6,8.38%,1.35%,17,1,1,17,17,1.751905165,8,11.69,10.81,0,0,128,0.734375,0.21875,94,28,0,0,食品營養保健學類,IC,0,1,0,0,0,1,SI,0,1,0,1,0,0,4,"I,S",0.33,0.33,4,醫藥衛生學群,0.018599562,0.044857768,0.013129103,914,17,0,7,41,0,12,0.024836601,0.023529412,0.007843137,765,19,0,6,2,10
1,私立,中山醫學大學,醫學應用化學系,中山醫學大學醫學應用化學系,3,3數理化學群,16,16化學學類,1029,中山醫學大學,05399015,醫學應用化學系,102905399015,中山醫學大學醫學應用化學系,199,14,51,19 臺中市,1 一般,7.04%,52,50,55,40,0,2,7.04%,1.02%,14,1,1,14,14,1.686985173,8.53,10.95,11.14,0,0,128,0.78125,0.21875,100,28,0,0,化學學類,IR,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.44,0.44,3,數理化學群,0.020618557,0.030927835,0.018041237,388,8,0,4,12,0,7,0.04076087,0.035326087,0.010869565,368,15,0,4,2,7
1,私立,中山醫學大學,牙醫學系,中山醫學大學牙醫學系,4,4醫藥衛生學群,22,22牙醫學類,1029,中山醫學大學,09111038,牙醫學系,102909111038,中山醫學大學牙醫學系,502,21,88,19 臺中市,1 一般,4.18%,86,87,76,82,167,4,1.20%,0.80%,21,0.714285714,1,15,21,2.085714286,4.92,3.57,1.78,1.77,0,235,0.668085106,0.119148936,157,28,50,0,牙醫學類,IR,1,1,0,0,0,0,"IR,SI",1,1,0,1,0,0,5,"I,S",0.5,0.5,4,醫藥衛生學群,0.016161616,0.033448538,0.021298174,986,16,0,10,33,0,21,0.01953125,0.018229167,0.001302083,768,15,0,1,1,12
1,私立,中山醫學大學,醫學系,中山醫學大學醫學系,4,4醫藥衛生學群,20,20醫學學類,1029,中山醫學大學,09121018,醫學系,102909121018,中山醫學大學醫學系,966,125,142,19 臺中市,1 一般,12.94%,0,0,0,0,286,8,,2.80%,125,0.944,1,118,125,1.295423024,2.8,5.54,5.865,0.345,0,252,0.466269841,0.111111111,117.5,28,72.5,0,醫學學類,IR,1,1,0,0,0,0,IS,0,1,0,1,0,0,4,I,0.73,0.47,4,醫藥衛生學群,0.01991342,0.054112554,0.009090909,2310,46,0,9,125,0,21,0.01002004,0.01002004,0.002004008,1497,15,3,3,2,7
1,私立,中山醫學大學,醫學系,中山醫學大學醫學系,4,4醫藥衛生學群,20,20醫學學類,1029,中山醫學大學,09121018,醫學系,102909121018,中山醫學大學醫學系,966,125,142,19 臺中市,1 一般,12.94%,130,128,137,143,134,0,-3.29%,0.00%,125,0.944,1,118,125,1.295423024,2.8,5.54,5.865,0.345,0,252,0.466269841,0.111111111,117.5,28,72.5,0,醫學學類,IR,1,1,0,0,0,0,IS,0,1,0,1,0,0,4,I,0.73,0.47,4,醫藥衛生學群,0.01991342,0.054112554,0.009090909,2310,46,0,9,125,0,21,0.01002004,0.01002004,0.002004008,1497,15,3,3,2,7
1,私立,中山醫學大學,醫學系,中山醫學大學醫學系,4,4醫藥衛生學群,20,20醫學學類,1029,中山醫學大學,09121018,醫學系,102909121018,中山醫學大學醫學系,966,125,142,19 臺中市,1 一般,12.94%,48,42,24,30,34,0,10.12%,0.00%,125,0.944,1,118,125,1.295423024,2.8,5.54,5.865,0.345,0,252,0.466269841,0.111111111,117.5,28,72.5,0,醫學學類,IR,1,1,0,0,0,0,IS,0,1,0,1,0,0,4,I,0.73,0.47,4,醫藥衛生學群,0.01991342,0.054112554,0.009090909,2310,46,0,9,125,0,21,0.01002004,0.01002004,0.002004008,1497,15,3,3,2,7
1,私立,中山醫學大學,護理學系,中山醫學大學護理學系,4,4醫藥衛生學群,25,25護理學類,1029,中山醫學大學,09131028,護理學系,102909131028,中山醫學大學護理學系,523,15,140,19 臺中市,1 一般,2.87%,21,18,8,0,0,0,56.61%,0.00%,15,0.8,1,12,15,1.090194022,10.47,9.32,11.01,7.06,0,128,0.5859375,0.21875,75,28,25,0,護理學類,SC,0,0,0,1,0,1,SI,0,1,0,1,0,0,4,S,0.71,0.57,4,醫藥衛生學群,0.028896673,0.061295972,0.021891419,1142,33,0,13,70,0,25,0.025252525,0.025252525,0.011111111,990,25,0,11,2,12
1,私立,中山醫學大學,護理學系,中山醫學大學護理學系,4,4醫藥衛生學群,25,25護理學類,1029,中山醫學大學,09131028,護理學系,102909131028,中山醫學大學護理學系,523,15,140,19 臺中市,1 一般,2.87%,138,134,126,118,0,7,5.07%,1.36%,15,0.8,1,12,15,1.090194022,10.47,9.32,11.01,7.06,0,128,0.5859375,0.21875,75,28,25,0,護理學類,SC,0,0,0,1,0,1,SI,0,1,0,1,0,0,4,S,0.71,0.57,4,醫藥衛生學群,0.028896673,0.061295972,0.021891419,1142,33,0,13,70,0,25,0.025252525,0.025252525,0.011111111,990,25,0,11,2,12
1,私立,中山醫學大學,醫學檢驗暨生物技術學系,中山醫學大學醫學檢驗暨生物技術學系,4,4醫藥衛生學群,26,26醫學檢驗暨生物技術學類,1029,中山醫學大學,09141030,醫學檢驗暨生物技術學系,102909141030,中山醫學大學醫學檢驗暨生物技術學系,451,18,99,19 臺中市,1 一般,3.99%,101,104,102,110,0,14,-2.96%,3.36%,18,1,1,18,18,2.010268562,12.7,11.75,11.66,0,0,128,0.6484375,0.21875,83,28,17,0,醫學檢驗暨生物技術學類,IRC,1,1,0,0,0,1,IR,1,1,0,0,0,0,5,I,0.43,0.43,4,醫藥衛生學群,0.030232558,0.054651163,0.038372093,860,26,0,19,47,0,33,0.026097272,0.026097272,0.011862396,843,22,0,10,4,8
1,私立,中山醫學大學,醫學檢驗暨生物技術學系,中山醫學大學醫學檢驗暨生物技術學系,4,4醫藥衛生學群,26,26醫學檢驗暨生物技術學類,1029,中山醫學大學,09141030,醫學檢驗暨生物技術學系,102909141030,中山醫學大學醫學檢驗暨生物技術學系,451,18,99,19 臺中市,1 一般,3.99%,0,20,0,0,0,0,,0.00%,18,1,1,18,18,2.010268562,12.7,11.75,11.66,0,0,128,0.6484375,0.21875,83,28,17,0,醫學檢驗暨生物技術學類,IRC,1,1,0,0,0,1,IR,1,1,0,0,0,0,5,I,0.43,0.43,4,醫藥衛生學群,0.030232558,0.054651163,0.038372093,860,26,0,19,47,0,33,0.026097272,0.026097272,0.011862396,843,22,0,10,4,8
1,私立,中山醫學大學,醫學影像暨放射科學系,中山醫學大學醫學影像暨放射科學系,4,4醫藥衛生學群,27,27醫學影像暨放射科學學類,1029,中山醫學大學,09141031,醫學影像暨放射科學系,102909141031,中山醫學大學醫學影像暨放射科學系,345,11,79,19 臺中市,1 一般,3.19%,76,90,73,87,0,19,-6.24%,5.83%,11,0.909090909,1,10,11,1.122167488,11.18,10.6,14.44,4.86,0,128,0.6796875,0.21875,87,28,13,0,醫學影像暨放射科學學類,IRC,1,1,0,0,0,1,"IR,RI,RC,RS,SI",1,1,0,1,0,1,5,R,0.5,0.17,4,醫藥衛生學群,0.022584592,0.045422717,0.034042553,705,16,0,12,32,0,24,0.01744186,0.01744186,0.002906977,688,12,0,2,3,7
1,私立,中山醫學大學,視光學系,中山醫學大學視光學系,4,4醫藥衛生學群,26,26醫學檢驗暨生物技術學類,1029,中山醫學大學,09141032,視光學系,102909141032,中山醫學大學視光學系,372,10,95,19 臺中市,1 一般,2.69%,67,63,91,99,38,14,-15.76%,3.91%,10,1,1,10,10,1.712609971,10.5,11.86,12.64,0,0,128,0.65625,0.21875,84,28,16,0,醫學檢驗暨生物技術學類,IRC,1,1,0,0,0,1,IR,1,1,0,0,0,0,5,I,0.43,0.43,4,醫藥衛生學群,0.023611111,0.055555556,0.025,720,17,0,11,40,3,15,0.023148148,0.021604938,0.012345679,648,15,0,8,2,4
1,私立,中山醫學大學,物理治療學系,中山醫學大學物理治療學系,4,4醫藥衛生學群,23,23物理治療學類,1029,中山醫學大學,09151022,物理治療學系,102909151022,中山醫學大學物理治療學系,198,10,48,19 臺中市,1 一般,5.05%,51,47,47,46,0,7,3.32%,3.66%,10,0.9,1,9,10,0.798662996,9.97,9.34,11.44,12.99,0,128,0.59375,0.21875,76,28,24,0,物理治療學類,SIA,0,1,1,1,0,0,SI,0,1,0,1,0,0,5,S,1,1,4,醫藥衛生學群,0.02972973,0.054054054,0.027027027,370,11,0,6,20,0,10,0.029090909,0.029090909,0.007272727,275,8,0,2,1,5
1,私立,中山醫學大學,職能治療學系,中山醫學大學職能治療學系,4,4醫藥衛生學群,24,24職能/語言治療學類,1029,中山醫學大學,09152023,職能治療學系,102909152023,中山醫學大學職能治療學系,201,9,53,19 臺中市,1 一般,4.48%,37,56,51,50,0,7,-13.49%,3.61%,9,0.777777778,1,7,9,0.790248003,10.74,7.06,11.67,11.12,0,128,0.5625,0.21875,72,28,24,0,職能/語言治療學類,SIA,0,1,1,1,0,0,SI,0,1,0,1,0,0,5,S,1,1,4,醫藥衛生學群,0.03216823,0.057194841,0.039800995,402,13,0,8,23,0,16,0.057915058,0.057915058,0.011583012,259,15,0,3,3,9
1,私立,中山醫學大學,語言治療與聽力學系,中山醫學大學語言治療與聽力學系,4,4醫藥衛生學群,24,24職能/語言治療學類,1029,中山醫學大學,09153024,語言治療與聽力學系,102909153024,中山醫學大學語言治療與聽力學系,382,13,70,19 臺中市,1 一般,3.40%,100,87,99,85,0,11,4.45%,2.96%,13,1,1,13,13,1.56730038,9.47,10.14,12.15,0,0,128,0.5703125,0.21875,73,28,27,0,職能/語言治療學類,SIA,0,1,1,1,0,0,SI,0,1,0,1,0,0,5,S,1,1,4,醫藥衛生學群,0.029673591,0.060830861,0.045994065,674,20,0,15,41,0,31,0.011869436,0.011869436,0.002967359,674,8,0,2,0,6
1,私立,中山醫學大學,公共衛生學系,中山醫學大學公共衛生學系,4,4醫藥衛生學群,21,21公共衛生學類,1029,中山醫學大學,09191020,公共衛生學系,102909191020,中山醫學大學公共衛生學系,330,13,86,19 臺中市,1 一般,3.94%,90,81,71,74,7,7,6.04%,2.17%,13,1,1,13,13,21.27,8.74,11.53,0,0,0,128,0.765625,0.21875,98,28,2,0,公共衛生學類,ICR,1,1,0,0,0,1,SA,0,0,1,1,0,0,1,S,0.44,0.33,4,醫藥衛生學群,0.029231257,0.062711027,0.036641221,655,19,0,11,41,0,24,0.05785124,0.05785124,0.044628099,605,35,0,27,0,8
1,私立,中山醫學大學,醫學社會暨社會工作學系,中山醫學大學醫學社會暨社會工作學系,10,10社會與心理學群,68,68社會工作學類,1029,中山醫學大學,09231045,醫學社會暨社會工作學系,102909231045,中山醫學大學醫學社會暨社會工作學系,403,12,98,19 臺中市,1 一般,2.98%,103,106,94,94,0,6,2.80%,1.51%,12,1,1,12,12,1.367577757,4.42,9.09,9.61,0,0,128,0.6875,0.21875,88,28,4,8,社會工作學類,SEC,0,0,0,1,1,1,SI,0,1,0,1,0,0,3,S,0.59,0.18,10,社會與心理學群,0.019851117,0.042183623,0.024813896,806,16,0,8,34,0,20,0.024327785,0.024327785,0.015364917,781,19,0,12,0,7
1,私立,中山醫學大學,職業安全衛生學系,中山醫學大學職業安全衛生學系,4,4醫藥衛生學群,33,33職業安全與衛生學類,1029,中山醫學大學,10221021,職業安全衛生學系,102910221021,中山醫學大學職業安全衛生學系,240,11,56,19 臺中市,1 一般,4.58%,73,62,51,48,0,6,12.90%,2.56%,11,1,1,11,11,1.495412844,10.88,10.94,14.26,0,0,128,0.78125,0.21875,100,28,0,0,職業安全與衛生學類,ICR,1,1,0,0,0,1,"CR,IC,SI",1,1,0,1,0,1,5,"C,I,S",0.33,0.33,4,醫藥衛生學群,0.028350759,0.056588077,0.02826087,460,13,0,9,26,0,13,0.07073955,0.07073955,0.019292605,311,22,1,6,2,13
2,私立,龍華科技大學,應用外語系,龍華科技大學應用外語系,12,12外語學群,79,79英語文學類,1030,龍華科技大學,02311001,應用外語系,103002311001,龍華科技大學應用外語系,610,16,129,03 桃園市,2 技職,2.62%,157,135,115,133,0,70,4.39%,12.96%,16,0.6875,1,11,16,0.872881356,10,9.6,9,13.6,0,128,0.625,0.28125,80,36,12,0,英語文學類,AS,0,0,1,1,0,0,"SA,CE",0,0,1,1,1,1,4,A,0.27,0.15,12,外語學群,0.025368249,0.065466448,0.017184943,1222,31,3,3,80,5,16,0.064648118,0.062193126,0.021276596,1222,79,8,26,16,26
2,私立,龍華科技大學,財務金融系,龍華科技大學財務金融系,17,17財經學群,116,116財務金融學類,1030,龍華科技大學,04121007,財務金融系,103004121007,龍華科技大學財務金融系,591,14,132,03 桃園市,2 技職,2.37%,129,130,130,153,0,49,-6.16%,9.04%,14,0.928571429,1,13,14,0.811336367,8,10.61,12.17,11,0,128,0.6796875,0.28125,87,36,5,0,財務金融學類,EC,0,0,0,0,1,1,CE,0,0,0,0,1,1,6,C,0.5,0.43,17,財經學群,0.030130293,0.068403909,0.013843648,1228,37,4,3,84,6,11,0.035830619,0.034201954,0.008957655,1228,44,5,11,13,13
2,私立,龍華科技大學,企業管理系,龍華科技大學企業管理系,16,16管理學群,102,102企業管理學類,1030,龍華科技大學,04131004,企業管理系,103004131004,龍華科技大學企業管理系,917,21,211,03 桃園市,2 技職,2.29%,30,80,4,10,0,0,-73.89%,0.00%,21,1,1,21,21,0.910655738,4.25,5.86,11.2,0,0,128,0.6640625,0.28125,85,36,7,0,企業管理學類,ECS,0,0,0,1,1,1,EC,0,0,0,0,1,1,5,E,0.71,0.54,16,管理學群,0.024325712,0.050376765,0.008211144,1705,41,4,3,86,8,6,0.043921069,0.038828771,0.010821133,1571,69,7,17,17,20
2,私立,龍華科技大學,企業管理系,龍華科技大學企業管理系,16,16管理學群,102,102企業管理學類,1030,龍華科技大學,04131004,企業管理系,103004131004,龍華科技大學企業管理系,917,21,211,03 桃園市,2 技職,2.29%,200,187,184,196,0,26,0.53%,3.39%,21,1,1,21,21,0.910655738,4.25,5.86,11.2,0,0,128,0.6640625,0.28125,85,36,7,0,企業管理學類,ECS,0,0,0,1,1,1,EC,0,0,0,0,1,1,5,E,0.71,0.54,16,管理學群,0.024325712,0.050376765,0.008211144,1705,41,4,3,86,8,6,0.043921069,0.038828771,0.010821133,1571,69,7,17,17,20
2,私立,龍華科技大學,國際企業系,龍華科技大學國際企業系,17,17財經學群,117,117國際企業學類,1030,龍華科技大學,04131005,國際企業系,103004131005,龍華科技大學國際企業系,614,13,110,03 桃園市,2 技職,2.12%,128,165,137,153,0,31,-7.87%,5.32%,13,0.692307692,1,9,13,0.413877551,0,9.14,13,10.5,0,200,0.685,0.28,137,56,7,0,國際企業學類,EC,0,0,0,0,1,1,EC,0,0,0,0,1,1,6,E,0.62,0.49,17,財經學群,0.026785714,0.061688312,0.018668831,1232,33,1,10,76,1,22,0.035714286,0.034090909,0.006493506,1232,44,6,8,5,23
2,私立,龍華科技大學,工業管理系,龍華科技大學工業管理系,16,16管理學群,107,107科技管理學類,1030,龍華科技大學,04199008,工業管理系,103004199008,龍華科技大學工業管理系,620,14,157,03 桃園市,2 技職,2.26%,164,160,123,150,0,23,1.20%,3.85%,14,1,1,14,14,1.835164835,11,9.71,10.83,0,0,128,0.625,0.28125,80,36,12,0,科技管理學類,ECR,1,0,0,0,1,1,EC,0,0,0,0,1,1,5,E,0.4,0.33,16,管理學群,0.024577573,0.076036866,0.022273425,1302,32,3,4,99,7,22,0.044546851,0.039938556,0.009984639,1302,58,2,13,17,20
2,私立,龍華科技大學,資訊管理系,龍華科技大學資訊管理系,16,16管理學群,105,105資訊管理學類,1030,龍華科技大學,06131009,資訊管理系,103006131009,龍華科技大學資訊管理系,691,22,149,03 桃園市,2 技職,3.18%,191,167,158,136,0,39,10.63%,5.98%,22,0.954545455,1,21,22,0.872033024,6,9.9,7.38,11,0,128,0.65625,0.28125,84,36,8,0,資訊管理學類,RC,1,0,0,0,0,1,IC,0,1,0,0,0,1,4,I,0.44,0.25,16,管理學群,0.033571429,0.079285714,0.027142857,1400,47,4,6,111,11,27,0.055474453,0.054014599,0.012408759,1370,76,11,17,20,26
2,私立,龍華科技大學,資訊網路工程系,龍華科技大學資訊網路工程系,1,1資訊學群,1,1資訊工程學類,1030,龍華科技大學,06131015,資訊網路工程系,103006131015,龍華科技大學資訊網路工程系,787,13,127,03 桃園市,2 技職,1.65%,213,194,175,168,0,37,7.57%,4.93%,13,1,1,13,13,2,9,11,9.5,0,0,128,0.6328125,0.28125,81,36,11,0,資訊工程學類,RI,1,1,0,0,0,0,IC,0,1,0,0,0,1,4,I,0.59,0.32,1,資訊學群,0.017834395,0.041401274,0.015923567,1570,28,4,8,65,9,16,0.039030956,0.037685061,0.00807537,1486,58,16,12,12,16
2,私立,龍華科技大學,多媒體與遊戲發展科學系,龍華科技大學多媒體與遊戲發展科學系,8,8建築與設計學群,61,61數位媒體設計學類,1030,龍華科技大學,06132011,多媒體與遊戲發展科學系,103006132011,龍華科技大學多媒體與遊戲發展科學系,867,14,154,03 桃園市,2 技職,1.61%,239,195,195,202,0,36,4.94%,4.33%,14,0.857142857,1,12,14,0.729615249,7,12.67,11.83,15.5,0,128,0.6328125,0.28125,81,36,11,0,數位媒體設計學類,A,0,0,1,0,0,0,AE,0,0,1,0,1,0,5,A,0.35,0.17,8,建築與設計學群,0.02997449,0.080994898,0.014668367,1568,47,0,9,127,3,20,0.048780488,0.047496791,0.012195122,1558,76,10,19,17,28
2,私立,龍華科技大學,化工與材料工程系,龍華科技大學化工與材料工程系,2,2工程學群,10,10化學工程學類,1030,龍華科技大學,07112018,化工與材料工程系,103007112018,龍華科技大學化工與材料工程系,444,14,99,03 桃園市,2 技職,3.15%,109,93,114,105,0,23,0.00%,5.46%,14,1,1,14,14,1.345,8.5,9.33,13,0,0,174,0.609195402,0.344827586,106,60,8,0,化學工程學類,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.56,0.33,2,工程學群,0.024518389,0.067425569,0.029772329,1142,28,5,4,77,20,14,0.026246719,0.026246719,0.005249344,381,10,4,2,2,2
2,私立,龍華科技大學,化工與材料工程系,龍華科技大學化工與材料工程系,2,2工程學群,10,10化學工程學類,1030,龍華科技大學,07112018,化工與材料工程系,103007112018,龍華科技大學化工與材料工程系,444,14,99,03 桃園市,2 技職,3.15%,109,93,114,105,0,23,0.00%,5.46%,14,1,1,14,14,1.345,8.5,9.33,13,0,0,174,0.609195402,0.344827586,106,60,8,0,化學工程學類,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.56,0.33,2,工程學群,0.024518389,0.067425569,0.029772329,1142,28,5,4,77,20,14,0.058181818,0.056363636,0.038181818,550,32,4,21,0,6
2,私立,龍華科技大學,化工與材料工程系,龍華科技大學化工與材料工程系,2,2工程學群,10,10化學工程學類,1030,龍華科技大學,07112018,化工與材料工程系,103007112018,龍華科技大學化工與材料工程系,444,14,99,03 桃園市,2 技職,3.15%,23,49,36,0,0,0,4.50%,0.00%,14,1,1,14,14,1.345,8.5,9.33,13,0,0,174,0.609195402,0.344827586,106,60,8,0,化學工程學類,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.56,0.33,2,工程學群,0.024518389,0.067425569,0.029772329,1142,28,5,4,77,20,14,0.026246719,0.026246719,0.005249344,381,10,4,2,2,2
2,私立,龍華科技大學,化工與材料工程系,龍華科技大學化工與材料工程系,2,2工程學群,10,10化學工程學類,1030,龍華科技大學,07112018,化工與材料工程系,103007112018,龍華科技大學化工與材料工程系,444,14,99,03 桃園市,2 技職,3.15%,23,49,36,0,0,0,4.50%,0.00%,14,1,1,14,14,1.345,8.5,9.33,13,0,0,174,0.609195402,0.344827586,106,60,8,0,化學工程學類,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.56,0.33,2,工程學群,0.024518389,0.067425569,0.029772329,1142,28,5,4,77,20,14,0.058181818,0.056363636,0.038181818,550,32,4,21,0,6
2,私立,龍華科技大學,電機工程系,龍華科技大學電機工程系,2,2工程學群,2,2電機工程學類,1030,龍華科技大學,07141013,電機工程系,103007141013,龍華科技大學電機工程系,919,23,173,03 桃園市,2 技職,2.50%,37,0,0,1,0,0,,0.00%,23,0.869565217,1,20,23,0.800328677,8.6,9.88,10.67,12.67,0,128,0.59375,0.28125,76,36,16,0,電機工程學類,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.55,0.46,2,工程學群,0.034143519,0.078125,0.023148148,1728,59,14,7,135,25,15,0.050089445,0.046511628,0.00417412,1677,84,18,7,12,41
2,私立,龍華科技大學,電機工程系,龍華科技大學電機工程系,2,2工程學群,2,2電機工程學類,1030,龍華科技大學,07141013,電機工程系,103007141013,龍華科技大學電機工程系,919,23,173,03 桃園市,2 技職,2.50%,248,230,186,175,0,42,10.77%,5.01%,23,0.869565217,1,20,23,0.800328677,8.6,9.88,10.67,12.67,0,128,0.59375,0.28125,76,36,16,0,電機工程學類,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.55,0.46,2,工程學群,0.034143519,0.078125,0.023148148,1728,59,14,7,135,25,15,0.050089445,0.046511628,0.00417412,1677,84,18,7,12,41
2,私立,龍華科技大學,電子工程系,龍華科技大學電子工程系,2,2工程學群,4,4電子工程學類,1030,龍華科技大學,07141014,電子工程系,103007141014,龍華科技大學電子工程系,941,21,224,03 桃園市,2 技職,2.23%,223,241,201,187,0,45,5.16%,5.28%,21,0.761904762,1,16,21,0.810810811,7.5,9.5,10,11.2,0,200,0.695,0.2,139,40,21,0,電子工程學類,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.5,0.5,2,工程學群,0.027363184,0.069651741,0.011442786,2010,55,1,8,140,1,22,0.043656908,0.043143297,0.017976374,1947,85,7,35,16,26
2,私立,龍華科技大學,電子工程系,龍華科技大學電子工程系,2,2工程學群,4,4電子工程學類,1030,龍華科技大學,07141014,電子工程系,103007141014,龍華科技大學電子工程系,941,21,224,03 桃園市,2 技職,2.23%,0,0,0,37,0,7,,18.92%,21,0.761904762,1,16,21,0.810810811,7.5,9.5,10,11.2,0,200,0.695,0.2,139,40,21,0,電子工程學類,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.5,0.5,2,工程學群,0.027363184,0.069651741,0.011442786,2010,55,1,8,140,1,22,0.043656908,0.043143297,0.017976374,1947,85,7,35,16,26
2,私立,輔英科技大學,應用外語系,輔英科技大學應用外語系,12,12外語學群,79,79英語文學類,1031,輔英科技大學,02311001,應用外語系,103102311001,輔英科技大學應用外語系,116,10,27,12 高雄市,2 技職,8.62%,31,26,18,32,0,9,-10.29%,8.41%,10,0.5,1,5,10,0.298965517,0,7.67,13,15,0,174,0.632183908,0.310344828,110,54,10,0,英語文學類,AS,0,0,1,1,0,0,"SA,CE",0,0,1,1,1,1,4,A,0.27,0.15,12,外語學群,0.021798365,0.076294278,0.044959128,734,16,2,9,56,10,23,0.061307902,0.057220708,0.039509537,734,45,4,29,2,7
2,私立,輔英科技大學,應用外語系,輔英科技大學應用外語系,12,12外語學群,79,79英語文學類,1031,輔英科技大學,02311001,應用外語系,103102311001,輔英科技大學應用外語系,116,10,27,12 高雄市,2 技職,8.62%,51,50,50,52,44,2,-0.68%,0.81%,10,0.5,1,5,10,0.298965517,0,7.67,13,15,0,174,0.632183908,0.310344828,110,54,10,0,英語文學類,AS,0,0,1,1,0,0,"SA,CE",0,0,1,1,1,1,4,A,0.27,0.15,12,外語學群,0.021798365,0.076294278,0.044959128,734,16,2,9,56,10,23,0.061307902,0.057220708,0.039509537,734,45,4,29,2,7
2,私立,輔英科技大學,健康事業管理系,輔英科技大學健康事業管理系,16,16管理學群,112,112運動管理學類,1031,輔英科技大學,04133003,健康事業管理系,103104133003,輔英科技大學健康事業管理系,270,18,71,12 高雄市,2 技職,6.67%,73,46,74,74,0,3,-7.96%,1.12%,18,0.944444444,1,17,18,1.331456721,8.06,9.86,9.21,4,0,200,0.625,0.24,125,48,27,0,運動管理學類,SRE,1,0,0,1,1,0,SA,0,0,1,1,0,0,3,S,0.58,0.25,16,管理學群,0.00678733,0.049748191,0.015075377,398,3,0,0,20,0,6,0.027149321,0.020361991,0.009049774,442,12,0,4,1,4
2,私立,輔英科技大學,生物科技系,輔英科技大學生物科技系,5,5生命科學學群,36,36生物科技學類,1031,輔英科技大學,05121006,生物科技系,103105121006,輔英科技大學生物科技系,178,11,43,12 高雄市,2 技職,6.18%,49,41,33,39,0,16,5.89%,9.88%,11,0.909090909,1,10,11,0.408398239,0,11.06,12.45,16.08,0,128,0.546875,0.25,70,32,26,0,生物科技學類,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.33,0.25,5,生命科學學群,0.024725275,0.118131868,0.054945055,364,9,4,3,43,7,13,0.066473988,0.057803468,0.040462428,346,23,0,14,1,5
2,私立,輔英科技大學,保健營養系,輔英科技大學保健營養系,4,4醫藥衛生學群,29,29食品營養保健學類,1031,輔英科技大學,05191018,保健營養系,103105191018,輔英科技大學保健營養系,483,15,162,12 高雄市,2 技職,3.11%,94,81,149,128,0,31,-18.68%,6.86%,15,0.933333333,1,14,15,0.563710499,4.44,11.15,11.43,17,0,200,0.665,0.24,133,48,19,0,食品營養保健學類,IC,0,1,0,0,0,1,SI,0,1,0,1,0,0,4,"I,S",0.33,0.33,4,醫藥衛生學群,0.035948207,0.111776892,0.023952096,1002,36,1,5,112,5,19,0.053518335,0.040634291,0.014866204,1009,54,5,15,7,14
